call_id,is_machine,reason,user_excerpt,duration
7fd9741e-4a72-4543-b35a-522b0c62f75c,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone. please reco,31
24055e61-4012-4883-a9aa-8296c4e2bd3f,False,no_match,hello. yes? hello?,23
66f567c3-9071-4818-ad66-8c4eee7f7689,True,voicemail:'voice mail'~1.00,"your call forwarded to voice mail. the person you are trying to reach is not available. at the tone, please record your ",42
62bd4765-1583-48cf-9f7f-91c49312518f,True,voicemail:'voicemail'~1.00,"call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone, please record yo",16
00e68ff1-9042-49f1-852e-be1da4c176c8,False,no_match,"yes? yes? yes. i will, i preferer to do it later on",22
85d48416-b29d-4b61-906e-28e55ae3e7cb,False,no_match,yes?,15
ae420479-de76-4792-88f9-98916b135f96,False,no_match,"hello? हां ठीक है ठीक है ठीक है. हां got it,",12
19374d3b-ff78-4fdc-802e-5788b4e28ee2,False,no_match,yeah. it and then i will come back to you.,41
08ada34e-8674-4b38-8232-0dae3b410af1,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone, please reco",17
dfa20a39-0869-41de-ace6-c9f428065693,False,no_match,yes? yes? hello? hello bikeा,47
5a031676-0d62-4245-9046-afbf3af4301b,True,voicemail:'please record your message'~1.00,the person you're trying to reach is not available. at the tone. please record your message. you have finished recording,16
e2c62562-1322-4ee4-9cb4-9b4fe08f32e6,True,voicemail:'the person you are trying to reach is not available'~1.00,"the person you are trying to reach is not available. at the town, please record your message. you have finished recordin",16
0d705d36-c42b-48c7-bfd2-4a4f6b4329df,False,no_match,"हां,",10
8567977f-0597-4e68-9ed7-3c47c31d1fec,True,voicemail:'voicemail'~1.00,the call have been forwarded to voicemail. the person you are trying to reach is not available. at the time. please reco,42
a1f9744b-d587-4dcc-8dff-7f24f3b8119f,True,voicemail:'voice mail'~1.00,your call being forwarded to voice mail. the person you are trying to reach is not available. at the tone. please record,41
d05da639-05cb-4f2b-b0d0-e95596a0d6ed,False,no_match,"hello. yes, hello? i would like to talk to somebody before i make a decision. nine o'clock tonight? ten o'clock tomorrow",72
54ee0fce-afc4-4f26-b25a-0f34e46765ef,True,voicemail:'voicemail'~1.00,your call is forwarded to voicemail. the person you are trying to reach is not available. at the tone. please record you,17
bc2275e0-610c-4995-a5f1-3f77d06e4efc,True,voicemail:'voicemail'~1.00,"your call voicemail. the person you are trying to reach is not available. at the tone, please record your message. when ",41
f213169d-40fe-4c7d-86f9-d2d16d7cf3e4,False,no_match,hello? yes.,8
276f8e80-4f54-4695-942a-13de559c2fe7,False,no_match,yeah.,23
5176eb78-6cde-498c-90b8-6e6200999b4e,False,no_match,no.,6
1fa771d3-ef3c-4cbf-bf72-365fbc57f9a3,False,no_match,उधर का किया ना? yes,20
8ebac22c-ff80-4a06-9647-67ccb4c2d556,False,no_match,yes? thank you for calling.,36
ed4788ed-dbc8-4ce6-bcbd-47cb8473d386,False,no_match,"yes, no. not really. yeah please yes please. yeah, no, i like to proceed.",137
466be5e9-c39b-4b16-bf56-98963f891956,False,no_match,yes? hello? i want to talk with your consultant first. i want to talk if you allow me to talk then only i will continue.,59
677688cb-72bb-462e-8bdc-7b78e444d601,False,no_match,hello,22
72254204-6529-4ebf-9e5c-ddcaa5942e25,False,no_match,ya hello can you ask some human being to call me? tomorrow morning eleven thirty. thanks,50
03476835-91b8-4f21-8e98-03e9f6ca11c8,False,no_match,this call is now being recorded.,12
564aa5cc-9dc4-40e5-be3d-1c177193b76a,False,no_match,"yes no. you guys have been starting me since i giving my number i'm not gonna join your program. yeah, please please sto",80
f1603882-f78b-4bbf-a706-a78ff58004e7,True,voicemail:'the person you are trying to reach is not available'~1.00,"voice में हो? the person you are trying to reach is not available. at the turn, please record your message. when you hav",27
6919560f-6dfc-4cc7-9f81-fda2360f39e2,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone, please reco",41
09c47262-35e6-4397-b5db-8376ad5c9ab2,True,voicemail:'voice mail'~1.00,voice mail. the person you are trying to reach is not available at the tone please record your message. when you have fi,16
a93cbd0e-6a61-4728-8f7a-01e4be0ef088,False,no_match,yes? i would like to speak to your customer care executive about it. tomorrow at one o'clock. one one pm. thank you.,59
782b3432-31c5-4a74-a3f0-67cedf2256d9,True,voicemail:'voicemail'~1.00,"call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please record yo",29
e3f176df-4dfc-424b-8ce1-33ed171a1fc5,True,voicemail:'voice mail'~1.00,"your call is forwarding to voice mail. the person you are trying to reach is not available. at the tone, please record y",18
eed341f0-5407-4592-9ac2-4dcbd8059865,False,no_match,"yes, i will get back to you later on. i will get back to you, i have not yet decided. no, thank you.",54
c8e595ec-0f66-4824-8a71-8a7483d63c9f,False,no_match,hello. you are from where? hello? hello.,24
39fe731f-0920-48cc-acd9-d5ac6044c9aa,False,no_match,"yes, can you call me after ten minutes? i'm actually driving right now. right madam.",43
06e11fa2-9426-4cce-9a7e-122b8d655531,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please reco",17
250059d3-c831-4fd8-b4a8-84e97b7d512c,False,no_match,hello. yes.,20
6a29723f-3583-47c1-85e3-d30cc999a9f1,False,no_match,hello.,20
e3b9f96f-e4aa-4ec6-aaa3-00ccd6d1e291,False,no_match,hello. yeah?,20
